date,state,district,pincode,age_0_5,age_5_17,age_18_greater
,Maharashtra,Pune,412106,1,0,0
,Maharashtra,Pune,412203,1,0,0
,Maharashtra,Pune,412208,4,1,0
,Maharashtra,Pune,412308,12,0,0
,Maharashtra,Pune,412402,2,1,0
,Maharashtra,Pune,413103,2,0,0
,Maharashtra,Pune,413130,1,0,0
,Maharashtra,Pune,410402,1,0,0
,Maharashtra,Pune,410502,5,0,0
,Maharashtra,Pune,410505,5,4,0
,Maharashtra,Pune,411003,2,0,0
,Maharashtra,Pune,411014,5,1,0
,Maharashtra,Pune,411035,4,1,0
,Maharashtra,Pune,411047,3,2,0
,Maharashtra,Pune,411048,10,4,0
,Maharashtra,Pune,412203,0,2,0
,Maharashtra,Pune,412208,2,1,0
,Maharashtra,Pune,412211,2,2,0
,Maharashtra,Pune,412216,1,2,0
,Maharashtra,Pune,412308,3,0,0
,Maharashtra,Pune,413102,7,6,0
,Maharashtra,Pune,413104,2,1,0
,Maharashtra,Pune,413116,0,1,0
,Maharashtra,Pune,410502,1,0,0
,Maharashtra,Pune,411045,4,0,6
,Maharashtra,Pune,412211,2,0,0
,Maharashtra,Pune,412402,2,0,0
,Maharashtra,Pune,412405,1,0,0
,Maharashtra,Pune,412408,2,0,0
,Maharashtra,Pune,413103,1,0,0
,Maharashtra,Pune,413110,1,0,0
,Maharashtra,Pune,413130,5,0,0
,Maharashtra,Pune,410501,6,0,0
,Maharashtra,Pune,410503,3,1,0
,Maharashtra,Pune,410504,1,0,0
,Maharashtra,Pune,410510,1,0,0
,Maharashtra,Pune,411014,7,0,0
,Maharashtra,Pune,411015,4,1,0
,Maharashtra,Pune,411021,4,2,0
,Maharashtra,Pune,411025,1,0,0
,Maharashtra,Pune,411026,16,3,0
,Maharashtra,Pune,411037,4,0,0
,Maharashtra,Pune,412102,2,0,0
,Maharashtra,Pune,412205,1,2,0
,Maharashtra,Pune,412208,2,0,0
,Maharashtra,Pune,412301,4,0,0
,Maharashtra,Pune,412311,1,0,0
,Maharashtra,Pune,413104,3,0,0
,Maharashtra,Pune,410502,3,0,0
,Maharashtra,Pune,411006,0,1,0
,Maharashtra,Pune,411014,8,3,0
,Maharashtra,Pune,411017,2,0,0
,Maharashtra,Pune,411019,1,1,0
,Maharashtra,Pune,411030,2,0,0
,Maharashtra,Pune,411037,4,1,0
,Maharashtra,Pune,411041,6,1,0
,Maharashtra,Pune,411048,3,1,0
,Maharashtra,Pune,412101,2,0,0
,Maharashtra,Pune,412211,1,0,0
,Maharashtra,Pune,412308,3,0,0
,Maharashtra,Pune,411014,1,0,0
,Maharashtra,Pune,411058,1,0,0
,Maharashtra,Pune,412308,4,1,0
,Maharashtra,Pune,410505,3,4,0
,Maharashtra,Pune,410506,2,0,0
,Maharashtra,Pune,411013,3,1,0
,Maharashtra,Pune,411017,4,1,0
,Maharashtra,Pune,411036,0,1,0
,Maharashtra,Pune,411037,2,0,0
,Maharashtra,Pune,411038,4,0,0
,Maharashtra,Pune,411044,2,1,0
,Maharashtra,Pune,411058,5,1,0
,Maharashtra,Pune,412103,1,0,0
,Maharashtra,Pune,412203,3,0,0
,Maharashtra,Pune,412204,2,0,0
,Maharashtra,Pune,412207,2,0,0
,Maharashtra,Pune,412208,0,1,0
,Maharashtra,Pune,412209,1,0,0
,Maharashtra,Pune,412211,3,2,0
,Maharashtra,Pune,412412,1,0,0
,Maharashtra,Pune,413106,2,2,0
,Maharashtra,Pune,413130,1,0,0
,Maharashtra,Pune,410505,4,0,0
,Maharashtra,Pune,410507,3,0,0
,Maharashtra,Pune,411002,2,0,0
,Maharashtra,Pune,411007,2,0,0
,Maharashtra,Pune,411016,1,0,0
,Maharashtra,Pune,411017,7,1,0
,Maharashtra,Pune,411023,2,0,0
,Maharashtra,Pune,411027,2,0,0
,Maharashtra,Pune,411030,2,0,0
,Maharashtra,Pune,411032,0,1,0
,Maharashtra,Pune,411039,4,0,0
,Maharashtra,Pune,411041,3,2,0
,Maharashtra,Pune,411048,3,0,0
,Maharashtra,Pune,411068,3,0,0
,Maharashtra,Pune,412106,2,0,0
,Maharashtra,Pune,412108,2,1,0
,Maharashtra,Pune,412202,2,0,0
,Maharashtra,Pune,412204,2,0,0
,Maharashtra,Pune,412412,1,0,0
,Maharashtra,Pune,413106,2,0,0
,Maharashtra,Pune,410502,3,0,0
,Maharashtra,Pune,411003,2,0,0
,Maharashtra,Pune,411006,3,1,0
,Maharashtra,Pune,411009,2,1,0
,Maharashtra,Pune,411017,7,2,0
,Maharashtra,Pune,411024,2,1,0
,Maharashtra,Pune,411042,12,2,0
,Maharashtra,Pune,411046,5,3,0
,Maharashtra,Pune,412105,8,2,0
,Maharashtra,Pune,412115,1,1,1
,Maharashtra,Pune,412202,0,1,0
,Maharashtra,Pune,412211,1,1,0
,Maharashtra,Pune,412218,1,0,0
,Maharashtra,Pune,412307,4,0,0
,Maharashtra,Pune,412308,1,0,0
,Maharashtra,Pune,412403,1,0,0
,Maharashtra,Pune,412409,2,0,0
,Maharashtra,Pune,413132,2,0,0
,Maharashtra,Pune,411003,2,0,0
,Maharashtra,Pune,411044,1,0,0
,Maharashtra,Pune,411046,1,0,0
,Maharashtra,Pune,412201,1,0,0
,Maharashtra,Pune,413106,1,0,0
,Maharashtra,Pune,411001,1,0,0
,Maharashtra,Pune,411003,4,0,0
,Maharashtra,Pune,411043,0,1,0
,Maharashtra,Pune,411048,1,1,0
,Maharashtra,Pune,411068,1,0,0
,Maharashtra,Pune,412105,0,3,0
,Maharashtra,Pune,412208,1,0,0
,Maharashtra,Pune,412210,3,0,0
,Maharashtra,Pune,412216,1,0,0
,Maharashtra,Pune,413105,1,0,0
,Maharashtra,Pune,410406,2,0,0
,Maharashtra,Pune,410505,2,2,0
,Maharashtra,Pune,411006,1,1,0
,Maharashtra,Pune,411011,1,1,0
,Maharashtra,Pune,411015,1,0,0
,Maharashtra,Pune,411017,1,1,0
,Maharashtra,Pune,411018,3,0,0
,Maharashtra,Pune,411033,1,3,0
,Maharashtra,Pune,411036,2,0,0
,Maharashtra,Pune,411047,1,2,0
,Maharashtra,Pune,412105,5,2,0
,Maharashtra,Pune,412114,2,2,0
,Maharashtra,Pune,413110,1,0,2
,Maharashtra,Pune,413120,1,0,0
,Maharashtra,Pune,410401,2,0,0
,Maharashtra,Pune,410405,2,0,0
,Maharashtra,Pune,410516,2,0,0
,Maharashtra,Pune,411015,2,0,0
,Maharashtra,Pune,411023,2,0,0
,Maharashtra,Pune,411027,4,1,0
,Maharashtra,Pune,411037,16,1,0
,Maharashtra,Pune,411039,3,6,0
,Maharashtra,Pune,411044,4,0,1
,Maharashtra,Pune,411046,7,0,0
,Maharashtra,Pune,411047,4,0,0
,Maharashtra,Pune,411057,13,2,0
,Maharashtra,Pune,412101,7,2,0
,Maharashtra,Pune,412109,2,0,0
,Maharashtra,Pune,412115,5,0,0
,Maharashtra,Pune,412205,2,0,0
,Maharashtra,Pune,412211,1,0,0
,Maharashtra,Pune,412218,2,0,0
,Maharashtra,Pune,412409,2,0,0
,Maharashtra,Pune,413130,1,0,0
,Maharashtra,Pune,410506,3,1,0
,Maharashtra,Pune,410507,1,0,0
,Maharashtra,Pune,411002,2,1,0
,Maharashtra,Pune,411024,1,0,0
,Maharashtra,Pune,411025,1,0,0
,Maharashtra,Pune,411036,5,0,0
,Maharashtra,Pune,411052,1,0,0
,Maharashtra,Pune,411057,7,0,0
,Maharashtra,Pune,412210,1,1,1
,Maharashtra,Pune,412219,0,1,0
,Maharashtra,Pune,410406,2,1,0
,Maharashtra,Pune,410503,3,0,0
,Maharashtra,Pune,410504,1,0,0
,Maharashtra,Pune,411003,2,0,0
,Maharashtra,Pune,411011,3,1,0
,Maharashtra,Pune,411023,2,0,0
,Maharashtra,Pune,411028,3,1,0
,Maharashtra,Pune,411039,4,1,0
,Maharashtra,Pune,411041,5,2,0
,Maharashtra,Pune,411043,1,0,0
,Maharashtra,Pune,411045,2,0,0
,Maharashtra,Pune,411046,7,2,0
,Maharashtra,Pune,411047,2,0,0
,Maharashtra,Pune,411058,2,0,0
,Maharashtra,Pune,412106,1,0,0
,Maharashtra,Pune,412110,0,1,0
,Maharashtra,Pune,412205,2,0,0
,Maharashtra,Pune,412206,4,0,0
,Maharashtra,Pune,412208,1,0,6
,Maharashtra,Pune,412403,0,0,1
,Maharashtra,Pune,413104,1,1,0
,Maharashtra,Pune,413105,1,0,0
,Maharashtra,Pune,413801,0,0,1
,Maharashtra,Pune,410502,1,0,0
,Maharashtra,Pune,411006,2,4,0
,Maharashtra,Pune,411011,1,0,0
,Maharashtra,Pune,411019,3,2,0
,Maharashtra,Pune,411025,0,1,0
,Maharashtra,Pune,411028,6,1,0
,Maharashtra,Pune,411030,3,0,0
,Maharashtra,Pune,411037,8,1,0
,Maharashtra,Pune,411060,3,0,0
,Maharashtra,Pune,412108,1,0,0
,Maharashtra,Pune,412109,1,1,0
,Maharashtra,Pune,412301,1,0,0
,Maharashtra,Pune,412307,4,0,0
,Maharashtra,Pune,412403,1,0,0
,Maharashtra,Pune,412410,0,1,0
,Maharashtra,Pune,413130,2,0,0
,Maharashtra,Pune,410402,1,0,0
,Maharashtra,Pune,410501,9,2,0
,Maharashtra,Pune,410513,1,0,0
,Maharashtra,Pune,411002,6,1,0
,Maharashtra,Pune,411005,1,1,0
,Maharashtra,Pune,411008,1,0,0
,Maharashtra,Pune,411011,2,0,0
,Maharashtra,Pune,411021,12,3,0
,Maharashtra,Pune,411027,9,2,0
,Maharashtra,Pune,411034,4,0,0
,Maharashtra,Pune,411040,3,0,0
,Maharashtra,Pune,411044,2,3,0
,Maharashtra,Pune,411045,12,4,0
,Maharashtra,Pune,411046,23,2,0
,Maharashtra,Pune,412110,1,1,0
,Maharashtra,Pune,412204,1,0,0
,Maharashtra,Pune,412209,3,0,0
,Maharashtra,Pune,412210,9,1,0
,Maharashtra,Pune,412214,8,2,0
,Maharashtra,Pune,412219,7,1,0
,Maharashtra,Pune,412301,7,0,0
,Maharashtra,Pune,412312,3,0,0
,Maharashtra,Pune,412403,1,0,0
,Maharashtra,Pune,412404,2,1,0
,Maharashtra,Pune,413105,1,0,0
,Maharashtra,Pune,413110,4,0,0
,Maharashtra,Pune,413802,1,0,0
,Maharashtra,Pune,411015,2,0,0
,Maharashtra,Pune,411031,1,0,0
,Maharashtra,Pune,412301,1,0,0
,Maharashtra,Pune,412303,1,0,0
,Maharashtra,Pune,413106,1,0,0
,Maharashtra,Pune,410504,0,1,0
,Maharashtra,Pune,410515,1,0,0
,Maharashtra,Pune,411005,1,0,0
,Maharashtra,Pune,411028,12,0,0
,Maharashtra,Pune,411039,8,1,0
,Maharashtra,Pune,411043,3,0,0
,Maharashtra,Pune,411044,3,0,0
,Maharashtra,Pune,411048,18,1,0
,Maharashtra,Pune,411062,2,0,0
,Maharashtra,Pune,411070,0,1,0
,Maharashtra,Pune,412207,14,1,1
,Maharashtra,Pune,412211,0,1,0
,Maharashtra,Pune,412219,1,0,0
,Maharashtra,Pune,412303,1,0,0
,Maharashtra,Pune,412311,0,1,0
,Maharashtra,Pune,412406,1,0,0
,Maharashtra,Pune,413105,1,0,0
,Maharashtra,Pune,413106,1,0,0
,Maharashtra,Pune,413801,4,1,0
,Maharashtra,Pune,410503,1,0,0
,Maharashtra,Pune,411017,1,0,0
,Maharashtra,Pune,411020,1,0,0
,Maharashtra,Pune,411037,0,1,0
,Maharashtra,Pune,411047,1,0,0
,Maharashtra,Pune,412219,0,1,0
,Maharashtra,Pune,412308,0,1,0
,Maharashtra,Pune,413102,1,0,0
,Maharashtra,Pune,410501,1,0,0
,Maharashtra,Pune,410505,3,0,0
,Maharashtra,Pune,411023,0,1,0
,Maharashtra,Pune,411026,1,0,0
,Maharashtra,Pune,411028,1,0,0
,Maharashtra,Pune,411032,1,0,0
,Maharashtra,Pune,411038,2,0,0
,Maharashtra,Pune,411044,1,0,0
,Maharashtra,Pune,411068,1,0,0
,Maharashtra,Pune,412103,2,0,0
,Maharashtra,Pune,412303,1,0,0
,Maharashtra,Pune,412307,2,0,0
,Maharashtra,Pune,410501,2,0,0
,Maharashtra,Pune,410502,1,0,0
,Maharashtra,Pune,410506,1,0,0
,Maharashtra,Pune,411006,2,0,0
,Maharashtra,Pune,411021,5,0,0
,Maharashtra,Pune,411023,2,1,0
,Maharashtra,Pune,411032,0,1,0
,Maharashtra,Pune,412104,1,0,0
,Maharashtra,Pune,412108,1,0,0
,Maharashtra,Pune,412114,0,1,0
,Maharashtra,Pune,412207,2,0,0
,Maharashtra,Pune,412214,1,0,0
,Maharashtra,Pune,412303,2,0,0
,Maharashtra,Pune,412307,3,0,0
,Maharashtra,Pune,412308,1,2,1
,Maharashtra,Pune,413106,1,0,0
,Maharashtra,Pune,413110,2,0,0
,Maharashtra,Pune,410506,1,0,0
,Maharashtra,Pune,411034,3,0,0
,Maharashtra,Pune,411042,0,1,0
,Maharashtra,Pune,411044,2,1,0
,Maharashtra,Pune,412110,1,0,0
,Maharashtra,Pune,412205,3,0,0
,Maharashtra,Pune,412207,3,0,0
,Maharashtra,Pune,412213,3,0,0
,Maharashtra,Pune,412406,1,0,0
,Maharashtra,Pune,410513,1,0,0
,Maharashtra,Pune,411007,1,0,0
,Maharashtra,Pune,411013,0,1,0
,Maharashtra,Pune,411014,3,0,1
,Maharashtra,Pune,411019,1,0,0
,Maharashtra,Pune,411027,2,0,0
,Maharashtra,Pune,411034,1,0,0
,Maharashtra,Pune,411036,2,0,0
,Maharashtra,Pune,411040,2,0,0
,Maharashtra,Pune,411044,1,0,0
,Maharashtra,Pune,411045,0,1,0
,Maharashtra,Pune,411061,3,1,0
,Maharashtra,Pune,411062,1,1,0
,Maharashtra,Pune,412206,1,0,0
,Maharashtra,Pune,412210,2,1,0
,Maharashtra,Pune,412216,0,1,0
,Maharashtra,Pune,412307,1,0,0
,Maharashtra,Pune,410501,14,3,0
,Maharashtra,Pune,410503,6,0,0
,Maharashtra,Pune,411003,2,0,0
,Maharashtra,Pune,411014,31,2,0
,Maharashtra,Pune,411030,2,1,0
,Maharashtra,Pune,411031,1,0,0
,Maharashtra,Pune,411036,6,2,0
,Maharashtra,Pune,411037,15,3,0
,Maharashtra,Pune,411040,7,1,0
,Maharashtra,Pune,411043,5,0,1
,Maharashtra,Pune,411052,4,1,0
,Maharashtra,Pune,412107,1,0,0
,Maharashtra,Pune,412203,3,1,0
,Maharashtra,Pune,412218,2,2,0
,Maharashtra,Pune,412307,4,0,0
,Maharashtra,Pune,412406,1,0,0
,Maharashtra,Pune,412410,1,0,0
,Maharashtra,Pune,413102,12,3,0
,Maharashtra,Pune,413110,8,0,0
,Maharashtra,Pune,410502,2,0,0
,Maharashtra,Pune,410507,0,0,2
,Maharashtra,Pune,411014,2,2,0
,Maharashtra,Pune,411021,3,0,0
,Maharashtra,Pune,411040,2,0,0
,Maharashtra,Pune,411041,5,0,0
,Maharashtra,Pune,411046,2,1,0
,Maharashtra,Pune,412106,1,0,2
,Maharashtra,Pune,412211,0,1,0
,Maharashtra,Pune,410401,3,0,0
,Maharashtra,Pune,410406,1,0,0
,Maharashtra,Pune,410504,1,0,0
,Maharashtra,Pune,410507,2,1,0
,Maharashtra,Pune,411007,2,0,0
,Maharashtra,Pune,411015,6,3,0
,Maharashtra,Pune,411017,6,3,0
,Maharashtra,Pune,411018,1,0,1
,Maharashtra,Pune,411024,2,0,0
,Maharashtra,Pune,411038,5,1,0
,Maharashtra,Pune,411039,4,1,0
,Maharashtra,Pune,411041,9,2,1
,Maharashtra,Pune,411061,1,2,0
,Maharashtra,Pune,412105,13,2,0
,Maharashtra,Pune,412106,1,1,0
,Maharashtra,Pune,412110,2,0,0
,Maharashtra,Pune,412202,2,0,0
,Maharashtra,Pune,412206,7,1,0
,Maharashtra,Pune,412207,6,2,0
,Maharashtra,Pune,412213,6,1,1
,Maharashtra,Pune,412214,1,2,0
,Maharashtra,Pune,412215,1,0,0
,Maharashtra,Pune,412305,1,0,0
,Maharashtra,Pune,412403,1,0,0
,Maharashtra,Pune,412409,1,0,0
,Maharashtra,Pune,413106,3,0,0
,Maharashtra,Pune,413110,1,0,0
2025-02-11,Maharashtra,Pune,410502,2,2,0
2025-02-11,Maharashtra,Pune,410505,17,0,0
2025-02-11,Maharashtra,Pune,410510,1,0,0
2025-02-11,Maharashtra,Pune,410513,1,0,0
2025-02-11,Maharashtra,Pune,411002,3,0,0
2025-02-11,Maharashtra,Pune,411005,1,0,0
2025-02-11,Maharashtra,Pune,411015,19,2,0
2025-02-11,Maharashtra,Pune,411043,6,2,0
2025-02-11,Maharashtra,Pune,411057,25,6,0
2025-02-11,Maharashtra,Pune,411061,7,6,0
2025-02-11,Maharashtra,Pune,412106,2,0,0
2025-02-11,Maharashtra,Pune,412206,5,0,0
2025-02-11,Maharashtra,Pune,412213,6,0,0
2025-02-11,Maharashtra,Pune,412216,3,0,0
2025-02-11,Maharashtra,Pune,412219,5,1,0
2025-02-11,Maharashtra,Pune,412301,2,0,0
2025-02-11,Maharashtra,Pune,412308,9,0,1
2025-02-11,Maharashtra,Pune,412311,3,0,0
2025-02-11,Maharashtra,Pune,412408,3,0,0
2025-02-11,Maharashtra,Pune,413110,1,1,0
2025-02-11,Maharashtra,Pune,413132,2,0,0
2025-01-11,Maharashtra,Pune,411001,0,1,0
2025-01-11,Maharashtra,Pune,411019,1,0,0
2025-01-11,Maharashtra,Pune,411027,1,0,0
2025-01-11,Maharashtra,Pune,411033,4,1,0
2025-01-11,Maharashtra,Pune,411041,1,0,0
2025-01-11,Maharashtra,Pune,411060,0,2,0
2025-01-11,Maharashtra,Pune,411061,2,0,0
2025-01-11,Maharashtra,Pune,412101,1,0,0
2025-01-11,Maharashtra,Pune,412115,1,0,0
2025-01-11,Maharashtra,Pune,412208,1,0,0
2025-01-11,Maharashtra,Pune,412409,1,0,0
,Maharashtra,Pune,410505,1,0,0
,Maharashtra,Pune,411014,1,2,0
,Maharashtra,Pune,411032,5,0,0
,Maharashtra,Pune,411033,5,3,0
,Maharashtra,Pune,411036,3,0,0
,Maharashtra,Pune,411045,4,4,0
,Maharashtra,Pune,411057,5,2,0
,Maharashtra,Pune,411058,0,1,0
,Maharashtra,Pune,411060,4,0,0
,Maharashtra,Pune,412204,1,0,0
,Maharashtra,Pune,412212,1,0,0
,Maharashtra,Pune,412308,1,1,1
,Maharashtra,Pune,413102,4,1,0
,Maharashtra,Pune,413133,1,0,0
2025-12-11,Maharashtra,Pune,410501,5,1,0
2025-12-11,Maharashtra,Pune,410507,2,2,0
2025-12-11,Maharashtra,Pune,411003,1,1,0
2025-12-11,Maharashtra,Pune,411004,0,0,1
2025-12-11,Maharashtra,Pune,411019,14,1,0
2025-12-11,Maharashtra,Pune,411021,4,0,0
2025-12-11,Maharashtra,Pune,411036,2,0,0
2025-12-11,Maharashtra,Pune,411038,5,0,0
2025-12-11,Maharashtra,Pune,411040,1,0,0
2025-12-11,Maharashtra,Pune,411042,3,1,0
2025-12-11,Maharashtra,Pune,411047,1,0,0
2025-12-11,Maharashtra,Pune,411057,5,1,0
2025-12-11,Maharashtra,Pune,411061,3,0,0
2025-12-11,Maharashtra,Pune,411062,4,0,0
2025-12-11,Maharashtra,Pune,411068,1,0,0
2025-12-11,Maharashtra,Pune,412101,4,0,0
2025-12-11,Maharashtra,Pune,412115,0,8,0
2025-12-11,Maharashtra,Pune,412203,0,1,1
2025-12-11,Maharashtra,Pune,412204,1,0,0
2025-12-11,Maharashtra,Pune,412209,2,0,0
2025-12-11,Maharashtra,Pune,412214,1,0,0
2025-12-11,Maharashtra,Pune,412215,1,0,0
2025-12-11,Maharashtra,Pune,412307,4,0,0
2025-12-11,Maharashtra,Pune,412312,1,0,0
2025-12-11,Maharashtra,Pune,412409,2,0,0
2025-12-11,Maharashtra,Pune,413102,3,0,0
2025-12-11,Maharashtra,Pune,413114,1,0,0
2025-12-11,Maharashtra,Pune,413130,2,0,0
2025-11-11,Maharashtra,Pune,410501,3,0,0
2025-11-11,Maharashtra,Pune,410505,5,0,0
2025-11-11,Maharashtra,Pune,410512,1,0,0
2025-11-11,Maharashtra,Pune,411015,8,0,0
2025-11-11,Maharashtra,Pune,411022,1,0,0
2025-11-11,Maharashtra,Pune,411027,2,2,0
2025-11-11,Maharashtra,Pune,411028,5,1,0
2025-11-11,Maharashtra,Pune,411042,0,0,5
2025-11-11,Maharashtra,Pune,411060,1,1,0
2025-11-11,Maharashtra,Pune,411062,2,3,0
2025-11-11,Maharashtra,Pune,412114,2,1,0
2025-11-11,Maharashtra,Pune,412115,2,1,0
2025-11-11,Maharashtra,Pune,412206,1,0,1
2025-11-11,Maharashtra,Pune,412207,0,1,0
2025-11-11,Maharashtra,Pune,412208,3,2,0
2025-11-11,Maharashtra,Pune,412211,1,0,0
2025-11-11,Maharashtra,Pune,412214,1,0,0
2025-11-11,Maharashtra,Pune,412219,1,1,0
2025-11-11,Maharashtra,Pune,413106,2,0,0
,Maharashtra,Pune,410403,1,0,0
,Maharashtra,Pune,410503,2,0,0
,Maharashtra,Pune,410506,1,0,0
,Maharashtra,Pune,410507,0,2,0
,Maharashtra,Pune,411002,1,0,0
,Maharashtra,Pune,411021,8,3,0
,Maharashtra,Pune,411030,3,0,0
,Maharashtra,Pune,411037,8,2,0
,Maharashtra,Pune,411041,5,0,0
,Maharashtra,Pune,411057,7,1,0
,Maharashtra,Pune,411058,2,0,0
,Maharashtra,Pune,412203,1,0,0
,Maharashtra,Pune,412207,2,0,0
,Maharashtra,Pune,413102,4,2,0
,Maharashtra,Pune,410401,1,0,0
,Maharashtra,Pune,410508,1,0,0
,Maharashtra,Pune,411004,0,0,2
,Maharashtra,Pune,411014,6,2,1
,Maharashtra,Pune,411018,1,0,0
,Maharashtra,Pune,411026,1,0,0
,Maharashtra,Pune,411028,3,0,0
,Maharashtra,Pune,411041,3,3,0
,Maharashtra,Pune,411058,1,0,0
,Maharashtra,Pune,411060,2,0,0
,Maharashtra,Pune,411061,1,0,0
,Maharashtra,Pune,412106,1,0,0
,Maharashtra,Pune,412108,0,2,0
,Maharashtra,Pune,412202,1,0,0
,Maharashtra,Pune,412216,1,0,0
,Maharashtra,Pune,412301,1,0,0
,Maharashtra,Pune,412303,1,2,0
,Maharashtra,Pune,413103,2,0,0
,Maharashtra,Pune,413106,1,0,0
,Maharashtra,Pune,413801,0,3,0
,Maharashtra,Pune,410406,1,0,0
,Maharashtra,Pune,410507,6,0,0
,Maharashtra,Pune,411007,2,0,0
,Maharashtra,Pune,411009,7,0,0
,Maharashtra,Pune,411017,9,2,0
,Maharashtra,Pune,411019,6,1,0
,Maharashtra,Pune,411021,5,1,0
,Maharashtra,Pune,411030,4,1,0
,Maharashtra,Pune,411034,1,0,0
,Maharashtra,Pune,411046,6,0,0
,Maharashtra,Pune,411048,11,1,0
,Maharashtra,Pune,412105,18,5,0
,Maharashtra,Pune,412108,0,1,0
,Maharashtra,Pune,412114,6,1,0
,Maharashtra,Pune,412115,0,2,0
,Maharashtra,Pune,412201,2,0,0
,Maharashtra,Pune,412203,3,0,0
,Maharashtra,Pune,412207,7,5,0
,Maharashtra,Pune,412215,0,2,0
,Maharashtra,Pune,413102,12,0,0
,Maharashtra,Pune,413106,4,0,0
,Maharashtra,Pune,413801,3,0,0
,Maharashtra,Pune,410505,9,2,0
,Maharashtra,Pune,410511,1,0,0
,Maharashtra,Pune,410515,1,0,0
,Maharashtra,Pune,411002,6,2,0
,Maharashtra,Pune,411013,4,0,0
,Maharashtra,Pune,411023,3,2,1
,Maharashtra,Pune,411025,1,2,0
,Maharashtra,Pune,411027,11,4,0
,Maharashtra,Pune,411030,6,0,0
,Maharashtra,Pune,411036,8,0,0
,Maharashtra,Pune,411039,13,4,0
,Maharashtra,Pune,411048,25,6,0
,Maharashtra,Pune,411062,16,3,0
,Maharashtra,Pune,412103,2,0,0
,Maharashtra,Pune,412108,1,1,0
,Maharashtra,Pune,412203,4,0,0
,Maharashtra,Pune,412212,2,1,0
,Maharashtra,Pune,412214,5,1,0
,Maharashtra,Pune,412216,3,0,0
,Maharashtra,Pune,412220,0,1,0
,Maharashtra,Pune,412305,1,0,0
,Maharashtra,Pune,412312,1,0,0
,Maharashtra,Pune,412404,1,0,0
,Maharashtra,Pune,413102,20,1,1
,Maharashtra,Pune,413115,3,0,0
,Maharashtra,Pune,413116,0,1,0
2025-05-11,Maharashtra,Pune,410401,2,1,0
2025-05-11,Maharashtra,Pune,410512,2,0,0
2025-05-11,Maharashtra,Pune,411002,3,0,0
2025-05-11,Maharashtra,Pune,411021,5,4,0
2025-05-11,Maharashtra,Pune,411026,1,1,0
2025-05-11,Maharashtra,Pune,411027,5,4,0
2025-05-11,Maharashtra,Pune,411034,2,0,0
2025-05-11,Maharashtra,Pune,411035,4,1,0
2025-05-11,Maharashtra,Pune,411037,6,2,0
2025-05-11,Maharashtra,Pune,411040,1,0,0
2025-05-11,Maharashtra,Pune,411057,8,5,0
2025-05-11,Maharashtra,Pune,412201,1,2,0
2025-05-11,Maharashtra,Pune,412205,6,0,0
2025-05-11,Maharashtra,Pune,412210,3,0,0
2025-05-11,Maharashtra,Pune,412220,1,0,0
2025-05-11,Maharashtra,Pune,413115,1,0,0
2025-05-11,Maharashtra,Pune,413211,0,1,0
2025-06-11,Maharashtra,Pune,410509,0,0,4
2025-06-11,Maharashtra,Pune,411002,0,0,1
2025-06-11,Maharashtra,Pune,411012,2,0,0
2025-06-11,Maharashtra,Pune,411013,3,0,0
2025-06-11,Maharashtra,Pune,411016,1,0,0
2025-03-11,Maharashtra,Pune,410512,1,0,0
2025-03-11,Maharashtra,Pune,411009,1,1,0
2025-03-11,Maharashtra,Pune,411011,0,0,1
2025-03-11,Maharashtra,Pune,411023,3,0,0
2025-03-11,Maharashtra,Pune,411028,0,0,1
2025-03-11,Maharashtra,Pune,411030,3,0,0
2025-03-11,Maharashtra,Pune,411031,0,1,0
2025-03-11,Maharashtra,Pune,411036,2,1,0
2025-03-11,Maharashtra,Pune,411037,6,0,0
2025-03-11,Maharashtra,Pune,411057,8,1,0
2025-03-11,Maharashtra,Pune,411058,2,0,0
2025-03-11,Maharashtra,Pune,412109,2,0,0
2025-03-11,Maharashtra,Pune,413114,1,1,0
2025-03-11,Maharashtra,Pune,413120,0,1,0
2025-03-11,Maharashtra,Pune,413801,1,1,0
2025-06-11,Maharashtra,Pune,411027,5,2,0
2025-06-11,Maharashtra,Pune,411037,6,1,0
2025-06-11,Maharashtra,Pune,411039,2,0,0
2025-06-11,Maharashtra,Pune,411058,3,0,0
2025-06-11,Maharashtra,Pune,412101,1,1,0
2025-06-11,Maharashtra,Pune,412106,0,1,0
2025-06-11,Maharashtra,Pune,412108,0,0,1
2025-06-11,Maharashtra,Pune,412207,3,2,0
2025-06-11,Maharashtra,Pune,412208,1,1,0
2025-06-11,Maharashtra,Pune,412308,2,0,0
2025-06-11,Maharashtra,Pune,412406,0,0,2
2025-06-11,Maharashtra,Pune,413110,3,0,0
2025-04-11,Maharashtra,Pune,411012,1,0,0
2025-08-11,Maharashtra,Pune,410401,1,0,0
2025-08-11,Maharashtra,Pune,410504,5,0,0
2025-08-11,Maharashtra,Pune,410508,1,0,0
2025-08-11,Maharashtra,Pune,410512,1,0,2
2025-08-11,Maharashtra,Pune,411016,2,0,0
2025-08-11,Maharashtra,Pune,411027,1,0,0
2025-08-11,Maharashtra,Pune,411033,8,2,0
2025-08-11,Maharashtra,Pune,411044,3,1,0
2025-08-11,Maharashtra,Pune,412202,2,1,0
2025-08-11,Maharashtra,Pune,412209,3,0,0
2025-08-11,Maharashtra,Pune,412305,1,0,0
2025-08-11,Maharashtra,Pune,412408,0,0,9
